"","X","PATENT","GYEAR","GDATE","APPYEAR","COUNTRY","POSTATE","ASSIGNEE","ASSCODE","CLAIMS","NCLASS","CAT","SUBCAT","CMADE","CRECEIVE","RATIOCIT","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","SELFCTUB","SELFCTLB","SECDUPBD","SECDLWBD","logCRECEIVE","CLAIMSORIGINAL"
"1232",1232,5590775,1997,13521,1995,"US","NJ",NA,1,1,206,6,68,7,1,0.8571,0,0.5,2,17.1429,NA,NA,NA,NA,0,0.5
"1233",1233,5676040,1997,13801,1996,"US","IL",80700,2,14,99,6,61,11,1,0.8182,0,0.5679,1,10,1,0.7273,0,0,0,7.9506
"1234",1234,5425565,1995,12954,1993,"US","KS",568425,2,27,294,5,59,10,1,0.8,0,0.5938,4,18.7,0,0,0,0,0,16.0326
"1235",1235,5513326,1996,13269,1995,"US","MA",460700,2,31,710,2,22,19,4,1,0.375,0.8089,1.25,9.0526,0,0,0,0,1.38629436111989,25.0759
"1236",1236,5586598,1996,13507,1994,"JP","",491445,3,6,165,6,66,18,3,0.7222,0.4444,0.5799,3,24.2222,0.1,0.0556,0,0,1.09861228866811,3.4794
"1237",1237,5429828,1995,12968,1992,"US","MD",686242,2,10,426,6,61,12,1,1,0,0.5278,3,13.75,0,0,0,0,0,5.278
"1238",1238,5801450,1998,14123,1996,"US","CA",278220,2,7,257,4,46,1,1,1,0,0,1,9,0,0,0,0,0,0
"1239",1239,5652313,1997,13724,1996,"DE","",55665,3,4,526,1,15,4,1,1,0,0,1,8.75,0.75,0.75,1,1,0,0
"1240",1240,5646521,1997,13703,1995,"US","CA",497485,2,22,324,4,43,3,4,1,0.625,0,1.5,2,0,0,0.5,0.5,1.38629436111989,0
"1241",1241,5397906,1995,12856,1993,"JP","",395735,3,15,257,4,46,4,1,1,0,0.625,4,4,0,0,0,0,0,9.375
"1242",1242,5453569,1995,13052,1993,"JP","",301095,3,11,84,6,69,4,10,1,0,0,2.8,3.5,0,0,0,0,2.30258509299405,0
"1243",1243,5415346,1995,12919,1994,"US","TN",26610,2,18,236,6,69,12,6,1,0.7222,0.6806,2,6.5833,0.5455,0.5,0,0,1.79175946922805,12.2508
"1244",1244,5754383,1998,14018,1995,"DE","",148555,3,14,361,4,45,2,1,1,0,0,3,5.5,0.5,0.5,0,0,0,0
"1245",1245,5647017,1997,13703,1996,"GB","",722923,3,29,382,2,22,34,3,1,0.4444,0.7664,0.6667,6.3824,0.0385,0.0294,0,0,1.09861228866811,22.2256
"1246",1246,5786657,1998,14088,1997,"JP","",395735,3,11,313,4,42,2,1,1,0,0,0,6.5,0,0,1,1,0,0
"1247",1247,5420978,1995,12933,1993,"JP","",280070,2,16,345,2,23,6,10,1,0.72,0.6111,2.5,3.1667,0.5,0.5,0.1111,0.1,2.30258509299405,9.7776
"1248",1248,5502158,1996,13234,1992,"US","OH",712028,2,73,528,1,15,36,18,0.9444,0.679,0.8304,4.4444,15.3333,0,0,0,0,2.89037175789616,60.6192
"1249",1249,5548624,1996,13381,1995,"JP","",395735,3,5,375,2,21,4,1,1,0,0.375,1,5,0.25,0.25,0,0,0,1.875
"1250",1250,5486520,1996,13171,1993,"CA","",684962,3,10,514,3,31,5,9,1,0.4938,0.32,2.3333,4,0.2,0.2,0,0,2.19722457733622,3.2
"1251",1251,5669576,1997,13780,1995,"US","CA",289700,2,15,242,5,51,27,2,0.5556,0,0.1244,2,38.8889,0,0,0,0,0.693147180559945,1.866
"1252",1252,5706055,1998,13885,1996,"JP","",395735,3,1,348,4,49,0,1,NA,0,NA,0,NA,NA,NA,0,0,0,NA
"1253",1253,5727962,1998,13955,1995,"US","IL",NA,1,15,439,4,41,15,2,1,0.5,0,2.5,11,NA,NA,NA,NA,0.693147180559945,0
"1254",1254,5608901,1997,13577,1994,"US","WA",373780,2,3,707,2,22,10,3,1,0.4444,0.48,1.6667,7.4,0,0,0,0,1.09861228866811,1.44
"1255",1255,5670269,1997,13780,1996,"JP","",285955,3,4,429,4,45,3,1,1,0,0.4444,1,5.6667,1,1,1,1,0,1.7776
"1256",1256,5480874,1996,13150,1995,"JP","",670711,3,8,514,3,31,6,1,1,0,0,3,7.8333,0.6667,0.6667,1,1,0,0
"1257",1257,5672307,1997,13787,1996,"US","DE",165265,2,6,264,5,51,6,2,1,0.5,0.2778,2,7.3333,0.6667,0.6667,0.5,0.5,0.693147180559945,1.6668
"1258",1258,5566583,1996,13444,1994,"JP","",210915,3,4,74,5,59,9,2,1,0.5,0.6914,3,5.3333,0.1111,0.1111,0,0,0.693147180559945,2.7656
"1259",1259,5632946,1997,13661,1995,"US","MN",377880,2,7,264,5,51,33,2,1,0,0.5712,1.5,13.0606,0.5667,0.5152,0.5,0.5,0.693147180559945,3.9984
"1260",1260,5436173,1995,12989,1993,"US","TX",570160,2,37,438,4,46,10,2,1,0,0.18,2.5,4.2,0,0,0,0,0.693147180559945,6.66
"1261",1261,5480789,1996,13150,1993,"US","CA",717305,3,24,800,3,33,0,3,NA,0.6667,NA,3.3333,NA,NA,NA,0,0,1.09861228866811,NA
"1262",1262,5403709,1995,12877,1992,"US","MA",702161,2,6,435,3,33,1,3,1,0.4444,0,2,6,0,0,0.3333,0.3333,1.09861228866811,0
"1263",1263,5410633,1995,12898,1993,"JP","",386735,2,4,706,2,22,8,4,1,0.375,0.4063,2.75,3.25,0,0,0.25,0.25,1.38629436111989,1.6252
"1264",1264,5447650,1995,13031,1993,"US","CA",19170,2,7,424,3,31,18,3,1,0.6667,0.8148,2.3333,8.5,0.125,0.1111,0.6667,0.6667,1.09861228866811,5.7036
"1265",1265,5471779,1995,13122,1992,"US","TX",NA,1,2,43,6,61,9,7,0.6667,0.2449,0.5,4.5714,30.1111,NA,NA,NA,NA,1.94591014905531,1
"1266",1266,5809276,1998,14137,1996,"US","CA",503380,3,17,712,2,22,19,1,1,0,0.482,1,4.8947,0.1667,0.1579,0,0,0,8.194
"1267",1267,5734640,1998,13969,1996,"GB","",76775,3,11,370,2,21,3,1,1,0,0,0,3.3333,0,0,0,0,0,0
"1268",1268,5594668,1997,13528,1995,"DE","",89990,3,17,702,2,22,7,5,1,0.32,0.6122,1.4,6.7143,0.3333,0.2857,0.4,0.4,1.6094379124341,10.4074
"1269",1269,5390526,1995,12835,1993,"HU","",708850,3,6,72,5,52,5,1,0.6,0,0.4444,1,31.8,0,0,0,0,0,2.6664
"1270",1270,5498025,1996,13220,1995,"US","OH",219155,2,13,280,5,55,8,3,1,0,0,0.6667,3.25,0.375,0.375,0.3333,0.3333,1.09861228866811,0
"1271",1271,5796944,1998,14109,1995,"US","MA",641805,2,22,709,2,22,78,2,1,0,0.6811,2.5,6.8205,0,0,0,0,0.693147180559945,14.9842
"1272",1272,5377860,1995,12786,1993,"US","WI",289700,2,55,220,6,68,60,8,0.9667,0.5313,0.5844,2.875,20.3167,0,0,0,0,2.07944154167984,32.142
"1273",1273,5470102,1995,13115,1994,"US","UT",385785,2,11,280,5,55,7,1,1,0,0,2,5,0.1429,0.1429,0,0,0,0
"1274",1274,5453817,1995,13052,1994,"JP","",407060,3,12,355,5,54,7,4,1,0,0.4082,1,4.2857,0.1429,0.1429,0.25,0.25,1.38629436111989,4.8984
"1275",1275,5594539,1997,13528,1995,"JP","",672689,3,32,399,5,54,4,2,1,0,0,1.5,6.75,0,0,0,0,0.693147180559945,0
"1276",1276,5675083,1997,13794,1995,"JP","",389720,3,26,73,4,43,14,1,1,0,0.7143,1,5.9286,0.3571,0.3571,0,0,0,18.5718
"1277",1277,5820487,1998,14165,1997,"JP","",701566,3,5,473,6,62,6,1,1,0,0,1,5.1667,0.4,0.3333,1,1,0,0
"1278",1278,5813007,1998,14144,1996,"US","CA",551495,2,30,707,2,22,0,7,NA,0.4898,NA,1.1429,NA,NA,NA,0.1429,0.1429,1.94591014905531,NA
"1279",1279,5651846,1997,13724,1995,"US","PA",NA,1,19,156,1,19,10,1,1,0,0.18,1,7.3,NA,NA,NA,NA,0,3.42
"1280",1280,5386254,1995,12814,1993,"US","CA",NA,1,6,351,3,39,9,7,0.7778,0.449,0.4082,3,16,NA,NA,NA,NA,1.94591014905531,2.4492
"1281",1281,5500433,1996,13227,1995,"US","OH",718504,2,3,514,3,31,5,2,1,0,0,1,8.4,0,0,0,0,0.693147180559945,0
"1282",1282,5457882,1995,13073,1994,"US","NY",280070,2,14,264,5,51,20,2,1,0.5,0.645,1.5,10.9,0,0,0,0,0.693147180559945,9.03
"1283",1283,5787193,1998,14088,1996,"US","NY",635240,2,7,382,2,22,12,1,1,0,0.5139,1,4.3333,0,0,0,0,0,3.5973
"1284",1284,5576388,1996,13472,1995,"US","TX",508865,2,6,525,1,15,13,4,1,0,0.4852,1.5,8.1538,0.4167,0.3846,1,1,1.38629436111989,2.9112
"1285",1285,5407308,1995,12891,1993,"JP","",314865,3,9,409,5,51,7,1,0.8571,0,0.5,3,19,0,0,0,0,0,4.5
"1286",1286,5453591,1995,13052,1994,"US","PA",785,2,20,218,4,49,9,2,1,0.5,0,2.5,15.4444,0,0,0,0,0.693147180559945,0
"1287",1287,5400058,1995,12863,1989,"US","OH",383020,2,12,347,2,23,7,1,1,0,0,6,10.1429,0,0,1,1,0,0
"1288",1288,5812468,1998,14144,1997,"US","ID",373440,2,15,365,2,24,22,1,1,0,0.5496,1,5.3636,0.4091,0.4091,1,1,0,8.244
"1289",1289,5764687,1998,14039,1995,"US","CA",460225,2,17,375,2,21,13,2,1,0.5,0.5562,1.5,4.6154,0.5385,0.5385,0,0,0.693147180559945,9.4554
"1290",1290,5567430,1996,13444,1994,"US","FL",724996,3,20,424,3,31,13,1,0.9231,0,0.8333,2,19.8462,0,0,0,0,0,16.666
"1291",1291,5420964,1995,12933,1992,"JP","",211480,3,12,706,2,22,2,5,1,0.32,0.5,3.2,5.5,0,0,0.6667,0.4,1.6094379124341,6
"1292",1292,5493320,1996,13199,1994,"US","CO",335920,2,6,347,2,23,6,6,1,0.4444,0.7778,2.1667,10.8333,0,0,0.4,0.3333,1.79175946922805,4.6668
"1293",1293,5431636,1995,12975,1993,"DK","",712769,3,4,604,3,32,4,1,1,0,0,4,14.75,0,0,0,0,0,0
"1294",1294,5731698,1998,13962,1995,"JP","",305440,3,6,324,4,43,8,1,1,0,0.5625,1,12,0,0,0,0,0,3.375
"1295",1295,5392626,1995,12842,1994,"CA","",50200,2,6,72,5,52,5,1,0.6,0,0.4444,2,25.2,0.3333,0.2,0,0,0,2.6664
"1296",1296,5853099,1998,14242,1997,"CA","",284810,3,8,220,6,68,4,1,1,0,0,0,5.5,0.5,0.25,0,0,0,0
"1297",1297,5614911,1997,13598,1995,"DE","",173535,3,10,342,2,21,9,3,1,0.4444,0.716,3,6.8889,0.25,0.2222,1,1,1.09861228866811,7.16
"1298",1298,5657558,1997,13745,1995,"FR","",NA,1,22,36,6,63,9,4,0.8889,0,0.5313,1.75,13.6667,NA,NA,NA,NA,1.38629436111989,11.6886
"1299",1299,5667173,1997,13773,1995,"US","SC",736177,2,16,248,6,69,19,1,1,0,0.5429,2,6.8947,0.2667,0.2105,0,0,0,8.6864
"1300",1300,5712896,1998,13906,1996,"KR","",658103,3,3,379,2,21,6,2,1,0.5,0.2778,0,3.5,0,0,0,0,0.693147180559945,0.8334
"1301",1301,5540798,1996,13360,1995,"US","TX",NA,1,3,156,1,19,4,2,1,0,0,1,5.75,NA,NA,NA,NA,0.693147180559945,0
"1302",1302,5603325,1997,13563,1995,"US","WI",345180,2,14,600,3,32,36,5,0.9722,0,0.4751,1.8,15.3333,0.1111,0.0833,0.25,0.2,1.6094379124341,6.6514
"1303",1303,5446964,1995,13031,1993,"US","LA",698704,2,18,30,6,65,29,2,0.8966,0,0.426,3,17.0345,0,0,0.5,0.5,0.693147180559945,7.668
"1304",1304,5473389,1995,13122,1993,"JP","",532110,3,5,348,4,49,6,3,1,0,0,3.6667,4.6667,0.5,0.5,0,0,1.09861228866811,0
"1305",1305,5406983,1995,12891,1994,"US","TX",381140,2,15,138,6,67,30,4,0.8667,0.375,0.7663,1.75,24.7333,0,0,0,0,1.38629436111989,11.4945
"1306",1306,5377425,1995,12786,1993,"JP","",401760,3,2,34,1,19,5,3,1,0,0.32,2.3333,9.4,0,0,0,0,1.09861228866811,0.64
"1307",1307,5501149,1996,13234,1994,"US","WI",313200,2,13,101,6,69,11,1,0.4545,0,0.56,3,42.2727,0,0,0,0,0,7.28
"1308",1308,5563446,1996,13430,1994,"US","CA",343790,2,8,257,4,46,8,3,1,0.6667,0.2188,3,5,0,0,0.3333,0.3333,1.09861228866811,1.7504
"1309",1309,5757625,1998,14025,1996,"NL","",601715,2,17,363,4,45,7,4,1,0,0.4082,1.75,8.5714,0,0,0.5,0.5,1.38629436111989,6.9394
"1310",1310,5492840,1996,13199,1991,"SE","",687523,3,23,436,1,19,4,16,1,0.75,0.625,5.6875,7.75,0,0,0,0,2.77258872223978,14.375
"1311",1311,5609443,1997,13584,1996,"JP","",691920,3,2,408,5,51,6,1,0.8333,0,0.32,0,20.1667,0.2,0.1667,0,0,0,0.64
"1312",1312,5597601,1997,13542,1996,"US","CA",727581,2,14,426,6,61,11,2,0.6364,0.5,0.4898,1.5,24.8182,0,0,0,0,0.693147180559945,6.8572
"1313",1313,5521031,1996,13297,1994,"US","NJ",706518,2,8,430,1,19,3,1,1,0,0,2,3.6667,0.6667,0.6667,0,0,0,0
"1314",1314,5757595,1998,14025,1997,"JP","",256400,3,6,340,2,21,5,1,1,0,0.32,1,2.6,0.6,0.6,1,1,0,1.92
"1315",1315,5446526,1995,13024,1994,"JP","",377950,3,9,399,5,54,3,1,1,0,0,2,5,0,0,0,0,0,0
"1316",1316,5435727,1995,12989,1993,"CA","",NA,1,20,434,6,69,10,1,1,0,0.18,3,14,NA,NA,NA,NA,0,3.6
"1317",1317,5754955,1998,14018,1995,"GB","",566545,3,8,455,2,21,5,1,1,0,0.32,2,3,0,0,0,0,0,2.56
"1318",1318,5522687,1996,13304,1994,"TW","",NA,1,4,411,5,59,6,9,1,0.5926,0.2778,2.8889,16.8333,NA,NA,NA,NA,2.19722457733622,1.1112
"1319",1319,5430161,1995,12968,1993,"GB","",702731,3,24,549,1,14,4,2,0.75,0.5,0.4444,2.5,11.75,0,0,0,0,0.693147180559945,10.6656
"1320",1320,5680813,1997,13815,1996,"DE","",734601,3,11,100,5,59,6,1,0.8333,0,0.56,1,17,0,0,1,1,0,6.16
"1321",1321,5548110,1996,13381,1994,"US","NY",104201,2,32,235,5,59,8,7,1,0.5714,0.5625,2.4286,18.25,0,0,0,0,1.94591014905531,18
"1322",1322,5530330,1996,13325,1994,"CA","",269045,3,12,318,4,45,10,2,1,0.5,0.64,3,8.8,0,0,0.5,0.5,0.693147180559945,7.68
"1323",1323,5738261,1998,13983,1996,"US","CA",NA,1,20,224,6,68,0,1,NA,0,NA,2,NA,NA,NA,NA,NA,0,NA
"1324",1324,5575534,1996,13472,1995,"TW","",725692,3,5,297,6,65,6,1,0.6667,0,0,3,20.8333,0,0,0,0,0,0
"1325",1325,5712085,1998,13906,1995,"US","CA",727266,2,2,435,3,33,22,1,1,0,0.7893,2,14.8182,0,0,1,1,0,1.5786
"1326",1326,5431003,1995,12975,1994,"DE","",634275,3,22,57,6,63,11,2,1,0,0.3967,3,8,0.5556,0.4545,0.5,0.5,0.693147180559945,8.7274
"1327",1327,5549553,1996,13388,1995,"US","MN",499955,2,17,604,3,32,33,6,1,0.5,0.6079,1.8333,6.0606,0.2222,0.1212,0.4,0.3333,1.79175946922805,10.3343
"1328",1328,5471927,1995,13122,1994,"US","TX",484870,2,12,101,6,69,10,3,0.9,0.6667,0.3704,1.6667,11.3,0,0,0,0,1.09861228866811,4.4448
"1329",1329,5666360,1997,13766,1995,"US","NJ",722326,2,13,370,2,21,2,2,1,0,0.5,1,2.5,0,0,0,0,0.693147180559945,6.5
"1330",1330,5380971,1995,12793,1992,"US","OH",344330,2,6,200,4,41,4,1,1,0,0,6,21.25,0,0,0,0,0,0
"1331",1331,5478822,1995,13143,1993,"JP","",437695,2,14,514,3,31,1,1,1,0,0,3,4,0,0,1,1,0,0
"1332",1332,5762281,1998,14039,1997,"US","FL",NA,1,17,242,5,51,17,1,0.7647,0,0.4615,0,22.6471,NA,NA,NA,NA,0,7.8455
"1333",1333,5448003,1995,13031,1994,"US","OH",228390,2,23,526,1,15,8,1,1,0,0,1,11.25,0.125,0.125,1,1,0,0
"1334",1334,5579996,1996,13486,1994,"US","MA",NA,1,16,237,6,66,0,2,NA,0.5,NA,2,NA,NA,NA,NA,NA,0.693147180559945,NA
"1335",1335,5462220,1995,13087,1995,"US","CA",706284,2,17,229,6,68,11,5,0.8182,0.32,0.4938,1.4,16.7273,0,0,0,0,1.6094379124341,8.3946
"1336",1336,5522904,1996,13304,1993,"US","DE",248780,2,55,623,3,39,24,1,1,0,0.5208,5,11.2083,0,0,0,0,0,28.644
"1337",1337,5438555,1995,12996,1994,"US","NY",NA,1,12,368,6,69,6,2,1,0.5,0.6667,2,4.8333,NA,NA,NA,NA,0.693147180559945,8.0004
"1338",1338,5460780,1995,13080,1989,"US","NY",NA,1,16,422,1,19,5,4,0.8,0.375,0.625,7.5,18,NA,NA,NA,NA,1.38629436111989,10
"1339",1339,5664663,1997,13766,1996,"US","KS",NA,1,18,198,5,59,3,2,1,0,0.4444,1.5,5,NA,NA,NA,NA,0.693147180559945,7.9992
"1340",1340,5529887,1996,13325,1994,"DE","",385785,2,19,430,1,19,6,3,1,0.4444,0.6111,3.3333,13,0,0,0,0,1.09861228866811,11.6109
"1341",1341,5523055,1996,13304,1994,"US","UT",NA,1,12,422,1,19,6,3,1,0,0.7222,3.3333,8.3333,NA,NA,NA,NA,1.09861228866811,8.6664
"1342",1342,5665594,1997,13766,1995,"US","TX",713370,2,14,435,3,33,2,4,1,0,0,3,2.5,0.5,0.5,0.3333,0.25,1.38629436111989,0
"1343",1343,5377422,1995,12786,1993,"US","PA",547895,2,3,33,6,69,7,10,0.7143,0.34,0.32,2.9,26.4286,0.5,0.2857,0.5714,0.4,2.30258509299405,0.96
"1344",1344,5426856,1995,12961,1994,"JP","",314385,3,4,30,6,65,6,2,1,0,0,4,20.1667,0,0,1,0.5,0.693147180559945,0
"1345",1345,5530208,1996,13325,1992,"US","CA",491065,3,2,178,2,21,3,2,1,0,0.6667,3.5,8.6667,0,0,0,0,0.693147180559945,1.3334
"1346",1346,5632426,1997,13661,1995,"US","CA",63180,2,8,224,6,68,6,1,0.8333,0,0,3,16.3333,0,0,0,0,0,0
"1347",1347,5420851,1995,12933,1993,"US","NJ",706518,2,21,370,2,21,7,17,1,0.1107,0,2.5294,4.1429,0,0,0,0,2.83321334405622,0
"1348",1348,5382250,1995,12800,1994,"US","MA",708084,2,2,606,3,32,9,2,0.7778,0,0.6122,2,16.7778,0,0,0,0,0.693147180559945,1.2244
"1349",1349,5509559,1996,13262,1994,"JP","",39205,3,11,220,6,68,8,1,0.875,0,0.2449,3,16.25,0,0,0,0,0,2.6939
"1350",1350,5737945,1998,13983,1995,"CH","",200200,3,7,68,6,63,6,2,1,0,0.2778,1.5,17.3333,0,0,1,1,0.693147180559945,1.9446
"1351",1351,5828692,1998,14179,1995,"US","CA",480040,2,10,375,2,21,16,1,1,0,0.6328,2,6.25,0,0,0,0,0,6.328
"1352",1352,5743010,1998,13997,1996,"US","MI",597540,2,12,29,5,52,13,1,1,0,0.7456,1,5.2308,0.0769,0.0769,0,0,0,8.9472
"1353",1353,5493058,1996,13199,1994,"FR","",689506,3,13,568,1,14,4,1,0.75,0,0.4444,2,31.5,0,0,0,0,0,5.7772
"1354",1354,5623650,1997,13626,1995,"US","WI",126330,2,4,712,2,22,43,1,1,0,0.6566,0,11.186,0.0488,0.0465,0,0,0,2.6264
"1355",1355,5655058,1997,13731,1994,"US","NJ",635240,2,20,704,2,22,0,2,NA,0.5,NA,2,NA,NA,NA,0,0,0.693147180559945,NA
"1356",1356,5410449,1995,12898,1994,"US","IN",140125,2,5,361,4,45,7,1,1,0,0.5714,2,6.2857,0,0,0,0,0,2.857
"1357",1357,5599586,1997,13549,1995,"US","FL",NA,1,14,427,1,12,4,1,1,0,0.5,1,12.75,NA,NA,NA,NA,0,7
"1358",1358,5682318,1997,13815,1996,"US","TX",728028,2,38,705,2,22,25,1,1,0,0.6656,0,6.56,0,0,0,0,0,25.2928
"1359",1359,5684855,1997,13822,1996,"JP","",581270,3,20,378,4,44,3,2,1,0,0,1.5,5,0.6667,0.6667,0.5,0.5,0.693147180559945,0
"1360",1360,5827550,1998,14179,1996,"SE","",397085,3,20,426,6,61,17,2,0.8824,0,0.1244,1,17.8235,0,0,1,1,0.693147180559945,2.488
"1361",1361,5820240,1998,14165,1996,"JP","",377950,3,20,353,5,54,7,1,1,0,0,1,6.8571,0,0,1,1,0,0
"1362",1362,5520449,1996,13297,1995,"US","PA",NA,1,6,312,6,65,10,1,1,0,0.8,0,7.1,NA,NA,NA,NA,0,4.8
"1363",1363,5734959,1998,13969,1995,"US","IN",640410,2,12,419,5,52,3,3,1,0.4444,0.6667,2.3333,8,0,0,0.3333,0.3333,1.09861228866811,8.0004
"1364",1364,5428725,1995,12961,1993,"JP","",252865,3,14,345,2,23,3,7,1,0.6122,0,2.8571,3.3333,0,0,0,0,1.94591014905531,0
"1365",1365,5512845,1996,13269,1995,"KR","",264195,3,7,326,4,46,6,2,1,0,0.4444,2,3.5,0,0,0,0,0.693147180559945,3.1108
"1366",1366,5782729,1998,14081,1996,"FI","",603695,3,36,492,5,59,13,1,1,0,0.5799,1,9.6154,0.0769,0.0769,0,0,0,20.8764
"1367",1367,5511927,1996,13269,1995,"US","IL",375485,2,7,414,5,51,12,1,0.75,0,0.642,2,26.9167,0.4,0.1667,0,0,0,4.494
"1368",1368,5754850,1998,14018,1996,"US","CA",740952,2,30,707,2,22,14,1,1,0,0.7653,1,3.9286,0,0,0,0,0,22.959
"1369",1369,5489835,1996,13185,1994,"US","OR",250060,2,21,320,4,45,14,2,1,0,0.3673,2,9.8571,0,0,0,0,0.693147180559945,7.7133
"1370",1370,5411917,1995,12905,1993,"US","CA",5310,2,21,438,4,46,8,12,1,0.4861,0.5938,2.8333,3.5,0.625,0.625,0.2727,0.25,2.484906649788,12.4698
"1371",1371,5441209,1995,13010,1993,"JP","",559185,3,3,242,5,51,9,1,1,0,0.3704,5,9.3333,0,0,0,0,0,1.1112
"1372",1372,5806066,1998,14130,1996,"US","AZ",80435,2,12,707,2,22,2,3,1,0,0,1,1.5,0,0,0,0,1.09861228866811,0
"1373",1373,5510877,1996,13262,1994,"US","NY",635240,2,16,399,5,54,27,3,1,0.4444,0.7023,2.3333,7.6296,0.7778,0.7778,0.3333,0.3333,1.09861228866811,11.2368
"1374",1374,5621901,1997,13619,1994,"US","CA",278220,2,25,710,2,22,38,3,1,0.6667,0.8476,3,6.8421,0.0286,0.0263,0,0,1.09861228866811,21.19
"1375",1375,5518461,1996,13290,1995,"DE","",351245,3,8,475,5,53,7,1,1,0,0.6531,1,6.5714,0,0,0,0,0,5.2248
"1376",1376,5377544,1995,12786,1991,"US","AZ",386735,2,7,73,4,43,1,9,1,0,0,5.1111,2,0,0,0,0,2.19722457733622,0
"1377",1377,5412429,1995,12905,1993,"US","OH",597260,6,28,348,4,49,10,10,1,0.74,0.48,2.1,4.1,0,0,0,0,2.30258509299405,13.44
"1378",1378,5750525,1998,14011,1996,"DE","",496855,3,24,514,3,31,5,1,1,0,0,1,5.2,0,0,0,0,0,0
"1379",1379,5581330,1996,13486,1994,"US","NY",635240,2,15,399,5,54,17,12,1,0,0.2076,3.1667,6.8824,0.4118,0.4118,0.9167,0.9167,2.484906649788,3.114
"1380",1380,5450813,1995,13045,1994,"JP","",318135,3,3,117,1,19,1,1,1,0,0,1,18,0,0,0,0,0,0
"1381",1381,5586073,1996,13500,1994,"JP","",581270,3,89,365,2,24,2,1,1,0,0.5,2,7.5,1,1,0,0,0,44.5
"1382",1382,5592068,1997,13521,1995,"US","TX",NA,4,16,320,4,45,45,2,1,0.5,0.3486,1.5,12.3333,NA,NA,NA,NA,0.693147180559945,5.5776
"1383",1383,5646556,1997,13703,1995,"US","TX",8075,2,15,326,4,46,6,1,1,0,0.6111,1,7,0,0,0,0,0,9.1665
"1384",1384,5445095,1995,13024,1992,"US","VA",597260,6,3,114,5,55,5,2,0.8,0.5,0.375,4,15,0,0,0,0,0.693147180559945,1.125
"1385",1385,5392759,1995,12842,1993,"KR","",692527,3,1,125,5,51,14,9,0.6429,0.7654,0.3457,2.7778,28.0714,0,0,0,0,2.19722457733622,0.3457
"1386",1386,5849146,1998,14228,1997,"GB","",481660,3,9,156,1,19,7,1,1,0,0,0,12.2857,0,0,1,1,0,0
"1387",1387,5539764,1996,13353,1995,"US","CA",733555,2,11,372,4,42,3,1,1,0,0,0,8,0,0,0,0,0,0
"1388",1388,5377791,1995,12786,1993,"JP","",256400,3,19,188,5,53,9,3,1,0.6667,0.716,1.6667,10.5556,0,0,0,0,1.09861228866811,13.604
"1389",1389,5551430,1996,13395,1994,"US","OH",440345,2,21,600,3,32,4,1,1,0,0.5,1,4,0.25,0.25,1,1,0,10.5
"1390",1390,5592930,1997,13528,1995,"US","UT",284011,2,7,124,5,59,15,1,1,0,0,3,8.0667,0,0,0,0,0,0
"1391",1391,5550187,1996,13388,1994,"US","CA",110855,2,14,525,1,15,4,1,1,0,0.375,2,2.5,1,1,0,0,0,5.25
"1392",1392,5474608,1995,13129,1994,"DE","",294665,3,4,118,1,12,3,2,1,0.5,0.4444,3.5,15.3333,0,0,0,0,0.693147180559945,1.7776
"1393",1393,5457848,1995,13073,1993,"JP","",578705,3,3,15,6,69,6,1,0.5,0,0,3,40.5,0,0,0,0,0,0
"1394",1394,5419607,1995,12933,1993,"US","CA",NA,1,1,296,5,55,8,7,0.875,0.4082,0.2449,3.5714,17.125,NA,NA,NA,NA,1.94591014905531,0.2449
"1395",1395,5669190,1997,13780,1996,"CA","",733599,3,19,52,6,69,13,2,0.7692,0.5,0.74,1,22.6154,0,0,0,0,0.693147180559945,14.06
"1396",1396,5587014,1996,13507,1994,"JP","",550270,3,10,117,1,19,7,4,1,0.625,0.5714,1.5,7.2857,0,0,0,0,1.38629436111989,5.714
"1397",1397,5412712,1995,12905,1994,"US","CO",706518,2,11,379,2,21,5,4,1,0.625,0.56,1.5,6,0,0,0.25,0.25,1.38629436111989,6.16
"1398",1398,5384904,1995,12807,1992,"US","NJ",278220,2,19,345,2,23,6,9,1,0.5185,0.6667,3.3333,4.1667,0,0,0,0,2.19722457733622,12.6673
"1399",1399,5552736,1996,13395,1995,"US","CA",250060,2,8,327,4,41,11,2,1,0,0,2,5.6364,0,0,0,0,0.693147180559945,0
"1400",1400,5476749,1995,13136,1994,"CH","",104245,2,15,430,1,19,3,5,1,0.8,0.6667,2.4,11,0,0,0,0,1.6094379124341,10.0005
"1401",1401,5836659,1998,14200,1997,"DE","",741387,2,8,303,5,53,6,1,1,0,0,1,9,0,0,1,1,0,0
"1402",1402,5396078,1995,12849,1993,"US","WA",250060,2,11,250,4,44,21,2,1,0.5,0.8209,1.5,11.0952,0.1667,0.1429,0,0,0.693147180559945,9.0299
"1403",1403,5423389,1995,12947,1994,"US","OK",27895,2,29,175,6,64,5,4,1,0,0,2.75,6,0.3333,0.2,0,0,1.38629436111989,0
"1404",1404,5424141,1995,12947,1992,"US","VA",NA,1,10,428,6,69,5,3,0.8,0.6667,0.375,5,21.4,NA,NA,NA,NA,1.09861228866811,3.75
"1405",1405,5456845,1995,13066,1994,"JP","",39285,3,5,210,1,19,7,2,1,0.5,0,0.5,4.4286,0.1429,0.1429,0,0,0.693147180559945,0
